ID_TRANSACC | ID_ORIG | ID_DEST | MONTO  | FECHA_HORA         | ESTADO
64         | 202     | 103     | 255.82  | 2025-05-14 15:00:10 | Confirmada
65         | 101     | 265     | 487.97  | 2025-05-14 15:00:11 | Confirmada
66         | 104     | 265     | 407.19  | 2025-05-14 15:00:11 | Confirmada
67         | 104     | 203     | 27.15   | 2025-05-14 15:00:11 | Confirmada
68         | 125     | 223     | 378.43  | 2025-05-14 15:00:11 | Confirmada
69         | 104     | 125     | 210.54  | 2025-05-14 15:00:11 | Pendiente
70         | 202     | 103     | 44.06   | 2025-05-14 15:00:11 | Confirmada
71         | 164     | 202     | 195.85  | 2025-05-14 15:00:11 | Pendiente
72         | 202     | 244     | 139.71  | 2025-05-14 15:00:11 | Pendiente
73         | 105     | 104     | 379.28  | 2025-05-14 15:00:11 | Pendiente
74         | 105     | 223     | 372.30  | 2025-05-14 15:00:11 | Confirmada
75         | 101     | 202     | 471.31  | 2025-05-14 15:00:12 | Confirmada
76         | 202     | 125     | 241.76  | 2025-05-14 15:00:12 | Confirmada
77         | 244     | 103     | 167.09  | 2025-05-14 15:00:12 | Confirmada
78         | 103     | 101     | 21.53   | 2025-05-14 15:00:12 | Confirmada
79         | 265     | 244     | 391.56  | 2025-05-14 15:00:12 | Confirmada
80         | 202     | 104     | 486.92  | 2025-05-14 15:00:12 | Confirmada
81         | 202     | 104     | 400.06  | 2025-05-14 15:00:12 | Confirmada
82         | 223     | 101     | 285.01  | 2025-05-14 15:00:12 | Confirmada
83         | 244     | 202     | 416.74  | 2025-05-14 15:00:12 | Confirmada
84         | 125     | 202     | 39.21   | 2025-05-14 15:00:12 | Confirmada
85         | 105     | 101     | 287.00  | 2025-05-14 15:00:13 | Confirmada
86         | 223     | 244     | 226.85  | 2025-05-14 15:00:13 | Confirmada
87         | 164     | 223     | 152.25  | 2025-05-14 15:00:13 | Pendiente
88         | 103     | 105     | 423.15  | 2025-05-14 15:00:13 | Confirmada
89         | 105     | 104     | 41.18   | 2025-05-14 15:00:13 | Confirmada
90         | 105     | 203     | 226.74  | 2025-05-14 15:00:13 | Confirmada
91         | 125     | 265     | 354.20  | 2025-05-14 15:00:13 | Confirmada
92         | 202     | 103     | 181.91  | 2025-05-14 15:00:13 | Confirmada
93         | 202     | 104     | 54.97   | 2025-05-14 15:00:13 | Confirmada
94         | 103     | 244     | 448.53  | 2025-05-14 15:00:13 | Confirmada
95         | 203     | 105     | 449.96  | 2025-05-14 15:00:14 | Confirmada
96         | 125     | 202     | 27.81   | 2025-05-14 15:00:14 | Confirmada
97         | 164     | 125     | 392.61  | 2025-05-14 15:00:14 | Pendiente
98         | 202     | 105     | 341.99  | 2025-05-14 15:00:14 | Confirmada
99         | 265     | 203     | 392.58  | 2025-05-14 15:00:14 | Confirmada
100        | 105     | 164     | 188.72  | 2025-05-14 15:00:14 | Pendiente
101        | 164     | 202     | 454.15  | 2025-05-14 15:00:14 | Pendiente
102        | 265     | 104     | 157.21  | 2025-05-14 15:00:14 | Confirmada
103        | 244     | 104     | 248.74  | 2025-05-14 15:00:14 | Confirmada
104        | 101     | 223     | 195.54  | 2025-05-14 15:00:15 | Confirmada
105        | 101     | 102     | 17.13   | 2025-05-14 15:00:15 | Confirmada
106        | 104     | 223     | 453.39  | 2025-05-14 15:00:15 | Confirmada
107        | 103     | 101     | 11.32   | 2025-05-14 15:00:15 | Confirmada
108        | 103     | 202     | 210.38  | 2025-05-14 15:00:15 | Confirmada
109        | 223     | 202     | 416.48  | 2025-05-14 15:00:15 | Confirmada
110        | 125     | 102     | 273.83  | 2025-05-14 15:00:15 | Confirmada
111        | 164     | 244     | 104.69  | 2025-05-14 15:00:15 | Pendiente
112        | 105     | 103     | 122.98  | 2025-05-14 15:00:15 | Confirmada
113        | 265     | 202     | 433.35  | 2025-05-14 15:00:15 | Confirmada
114        | 202     | 105     | 168.36  | 2025-05-14 15:00:16 | Confirmada
115        | 164     | 125     | 284.86  | 2025-05-14 15:00:16 | Pendiente
116        | 223     | 102     | 182.53  | 2025-05-14 15:00:16 | Confirmada
117        | 223     | 101     | 69.93   | 2025-05-14 15:00:16 | Confirmada
118        | 103     | 101     | 164.37  | 2025-05-14 15:00:16 | Confirmada
119        | 202     | 102     | 273.84  | 2025-05-14 15:00:16 | Confirmada
120        | 202     | 223     | 217.68  | 2025-05-14 15:00:16 | Confirmada
121        | 104     | 164     | 384.89  | 2025-05-14 15:00:16 | Pendiente
122        | 164     | 265     | 59.43   | 2025-05-14 15:00:16 | Pendiente
123        | 265     | 101     | 303.98  | 2025-05-14 15:00:16 | Confirmada
124        | 103     | 102     | 88.74   | 2025-05-14 15:00:17 | Confirmada
125        | 104     | 102     | 413.33  | 2025-05-14 15:00:17 | Confirmada
126        | 223     | 104     | 152.97  | 2025-05-14 15:00:17 | Confirmada
127        | 265     | 102     | 252.32  | 2025-05-14 15:00:17 | Confirmada
128        | 102     | 244     | 351.99  | 2025-05-14 15:00:17 | Confirmada
129        | 103     | 104     | 38.37   | 2025-05-14 15:00:17 | Confirmada
130        | 105     | 125     | 389.72  | 2025-05-14 15:00:17 | Confirmada
131        | 203     | 164     | 98.99   | 2025-05-14 15:00:17 | Pendiente
132        | 223     | 102     | 486.18  | 2025-05-14 15:00:17 | Confirmada
133        | 104     | 202     | 383.69  | 2025-05-14 15:00:17 | Confirmada
134        | 203     | 104     | 384.35  | 2025-05-14 15:00:18 | Confirmada
135        | 104     | 164     | 276.21  | 2025-05-14 15:00:18 | Pendiente
136        | 101     | 105     | 237.78  | 2025-05-14 15:00:18 | Confirmada
137        | 101     | 244     | 223.43  | 2025-05-14 15:00:18 | Confirmada
138        | 125     | 202     | 166.50  | 2025-05-14 15:00:18 | Confirmada
139        | 223     | 104     | 336.29  | 2025-05-14 15:00:18 | Confirmada
140        | 103     | 164     | 105.36  | 2025-05-14 15:00:18 | Pendiente
141        | 202     | 244     | 23.79   | 2025-05-14 15:00:18 | Confirmada
142        | 103     | 265     | 290.29  | 2025-05-14 15:00:18 | Confirmada
143        | 102     | 223     | 251.57  | 2025-05-14 15:00:18 | Confirmada
144        | 101     | 223     | 130.23  | 2025-05-14 15:00:19 | Confirmada
145        | 202     | 223     | 35.39   | 2025-05-14 15:00:19 | Confirmada
146        | 125     | 265     | 488.30  | 2025-05-14 15:00:19 | Confirmada
147        | 102     | 103     | 298.18  | 2025-05-14 15:00:19 | Confirmada
148        | 202     | 101     | 187.60  | 2025-05-14 15:00:19 | Confirmada
149        | 244     | 223     | 280.98  | 2025-05-14 15:00:19 | Confirmada
150        | 265     | 203     | 213.05  | 2025-05-14 15:00:19 | Confirmada
151        | 164     | 202     | 431.16  | 2025-05-14 15:00:19 | Pendiente
152        | 104     | 202     | 182.71  | 2025-05-14 15:00:19 | Confirmada
153        | 105     | 265     | 414.06  | 2025-05-14 15:00:19 | Confirmada
154        | 164     | 102     | 13.82   | 2025-05-14 15:00:20 | Pendiente
155        | 223     | 244     | 185.32  | 2025-05-14 15:00:20 | Confirmada
156        | 244     | 125     | 62.74   | 2025-05-14 15:00:20 | Confirmada
157        | 203     | 101     | 495.32  | 2025-05-14 15:00:20 | Confirmada
158        | 202     | 244     | 20.00   | 2025-05-14 15:00:20 | Confirmada
159        | 105     | 103     | 475.63  | 2025-05-14 15:00:20 | Confirmada
160        | 102     | 103     | 359.74  | 2025-05-14 15:00:20 | Confirmada
161        | 104     | 125     | 300.34  | 2025-05-14 15:00:20 | Confirmada
162        | 223     | 125     | 300.01  | 2025-05-14 15:00:20 | Confirmada
163        | 202     | 244     | 68.55   | 2025-05-14 15:00:20 | Confirmada
164        | 223     | 202     | 338.59  | 2025-05-14 15:00:21 | Confirmada
165        | 125     | 202     | 358.17  | 2025-05-14 15:00:21 | Confirmada
166        | 104     | 223     | 37.83   | 2025-05-14 15:00:21 | Confirmada
167        | 164     | 104     | 272.15  | 2025-05-14 15:00:21 | Pendiente
168        | 244     | 223     | 19.72   | 2025-05-14 15:00:21 | Confirmada
169        | 105     | 203     | 407.54  | 2025-05-14 15:00:21 | Confirmada
170        | 164     | 101     | 33.19   | 2025-05-14 15:00:21 | Pendiente
171        | 103     | 104     | 372.95  | 2025-05-14 15:00:21 | Confirmada
172        | 202     | 125     | 209.16  | 2025-05-14 15:00:21 | Confirmada
173        | 202     | 102     | 409.23  | 2025-05-14 15:00:21 | Confirmada
174        | 164     | 103     | 205.59  | 2025-05-14 15:00:22 | Pendiente
175        | 202     | 103     | 266.73  | 2025-05-14 15:00:22 | Confirmada
176        | 244     | 103     | 222.67  | 2025-05-14 15:00:22 | Confirmada
177        | 203     | 103     | 47.42   | 2025-05-14 15:00:22 | Confirmada
178        | 202     | 125     | 362.58  | 2025-05-14 15:00:22 | Confirmada
179        | 202     | 102     | 35.09   | 2025-05-14 15:00:22 | Confirmada
180        | 244     | 105     | 322.82  | 2025-05-14 15:00:22 | Confirmada
181        | 102     | 202     | 39.73   | 2025-05-14 15:00:22 | Confirmada
182        | 101     | 202     | 468.14  | 2025-05-14 15:00:22 | Confirmada
183        | 202     | 103     | 215.38  | 2025-05-14 15:00:23 | Confirmada
184        | 125     | 202     | 438.05  | 2025-05-14 15:00:23 | Confirmada
185        | 202     | 103     | 27.83   | 2025-05-14 15:00:23 | Confirmada
186        | 265     | 164     | 450.64  | 2025-05-14 15:00:23 | Pendiente
187        | 202     | 101     | 311.43  | 2025-05-14 15:00:23 | Confirmada
188        | 203     | 104     | 454.98  | 2025-05-14 15:00:25 | Confirmada
189        | 244     | 265     | 175.78  | 2025-05-14 15:00:25 | Confirmada
190        | 125     | 244     | 353.54  | 2025-05-14 15:00:26 | Confirmada
191        | 102     | 101     | 294.12  | 2025-05-14 15:00:26 | Confirmada
192        | 125     | 105     | 11.01   | 2025-05-14 15:00:27 | Pendiente
193        | 202     | 101     | 164.16  | 2025-05-14 15:00:27 | Pendiente
194        | 105     | 202     | 241.33  | 2025-05-14 15:00:27 | Confirmada
195        | 103     | 101     | 175.20  | 2025-05-14 15:00:27 | Confirmada
196        | 164     | 202     | 464.59  | 2025-05-14 15:00:27 | Pendiente
197        | 105     | 244     | 93.29   | 2025-05-14 15:00:27 | Confirmada
198        | 203     | 102     | 130.53  | 2025-05-14 15:00:27 | Confirmada
199        | 103     | 125     | 300.11  | 2025-05-14 15:00:27 | Confirmada
200        | 223     | 102     | 161.20  | 2025-05-14 15:00:27 | Confirmada
201        | 202     | 223     | 104.81  | 2025-05-14 15:00:27 | Confirmada
202        | 202     | 101     | 342.42  | 2025-05-14 15:00:27 | Confirmada
203        | 104     | 101     | 434.20  | 2025-05-14 15:00:27 | Confirmada
204        | 102     | 202     | 357.34  | 2025-05-14 15:00:27 | Confirmada
205        | 164     | 103     | 70.34   | 2025-05-14 15:00:27 | Pendiente
206        | 104     | 105     | 246.59  | 2025-05-14 15:00:27 | Confirmada
207        | 105     | 125     | 272.63  | 2025-05-14 15:00:27 | Confirmada
208        | 103     | 104     | 483.17  | 2025-05-14 15:00:27 | Confirmada
209        | 104     | 102     | 351.66  | 2025-05-14 15:00:28 | Confirmada
210        | 244     | 202     | 144.21  | 2025-05-14 15:00:28 | Confirmada
211        | 223     | 105     | 148.49  | 2025-05-14 15:00:28 | Confirmada
212        | 104     | 125     | 228.18  | 2025-05-14 15:00:28 | Confirmada
213        | 164     | 223     | 311.35  | 2025-05-14 15:00:28 | Pendiente
214        | 104     | 101     | 433.95  | 2025-05-14 15:00:28 | Confirmada
215        | 265     | 203     | 279.52  | 2025-05-14 15:00:28 | Confirmada
216        | 244     | 265     | 134.52  | 2025-05-14 15:00:28 | Confirmada
217        | 203     | 223     | 394.08  | 2025-05-14 15:00:28 | Confirmada
218        | 265     | 164     | 480.29  | 2025-05-14 15:00:28 | Pendiente
219        | 265     | 202     | 479.01  | 2025-05-14 15:00:29 | Confirmada
220        | 244     | 102     | 395.05  | 2025-05-14 15:00:29 | Confirmada
221        | 223     | 103     | 359.33  | 2025-05-14 15:00:29 | Confirmada
222        | 164     | 203     | 154.01  | 2025-05-14 15:00:29 | Pendiente
223        | 202     | 104     | 129.98  | 2025-05-14 15:00:29 | Confirmada
224        | 223     | 202     | 375.00  | 2025-05-14 15:00:29 | Confirmada
225        | 223     | 203     | 54.66   | 2025-05-14 15:00:29 | Confirmada
226        | 164     | 202     | 43.50   | 2025-05-14 15:00:29 | Pendiente
227        | 104     | 265     | 217.70  | 2025-05-14 15:00:29 | Confirmada
228        | 102     | 223     | 309.91  | 2025-05-14 15:00:29 | Confirmada
229        | 164     | 103     | 16.71   | 2025-05-14 15:00:30 | Pendiente
230        | 265     | 164     | 111.36  | 2025-05-14 15:00:30 | Pendiente
231        | 101     | 203     | 210.31  | 2025-05-14 15:00:30 | Confirmada
232        | 103     | 125     | 100.88  | 2025-05-14 15:00:30 | Confirmada
233        | 105     | 202     | 168.31  | 2025-05-14 15:00:30 | Confirmada
234        | 104     | 223     | 335.01  | 2025-05-14 15:00:30 | Confirmada
235        | 101     | 125     | 246.20  | 2025-05-14 15:00:30 | Confirmada
236        | 223     | 102     | 168.13  | 2025-05-14 15:00:30 | Confirmada
237        | 202     | 203     | 11.20   | 2025-05-14 15:00:30 | Confirmada
238        | 101     | 104     | 474.58  | 2025-05-14 15:00:30 | Confirmada
239        | 125     | 203     | 373.10  | 2025-05-14 15:00:31 | Confirmada
240        | 244     | 103     | 496.54  | 2025-05-14 15:00:31 | Confirmada
241        | 265     | 102     | 59.56   | 2025-05-14 15:00:31 | Confirmada
242        | 164     | 125     | 71.73   | 2025-05-14 15:00:31 | Pendiente
243        | 125     | 265     | 137.74  | 2025-05-14 15:00:31 | Confirmada
244        | 164     | 101     | 385.74  | 2025-05-14 15:00:31 | Pendiente
245        | 104     | 202     | 300.22  | 2025-05-14 15:00:31 | Confirmada
246        | 203     | 164     | 111.12  | 2025-05-14 15:00:31 | Pendiente
247        | 203     | 202     | 417.44  | 2025-05-14 15:00:31 | Confirmada
248        | 203     | 244     | 434.48  | 2025-05-14 15:00:32 | Pendiente
249        | 223     | 202     | 478.72  | 2025-05-14 15:00:32 | Confirmada
250        | 103     | 202     | 65.42   | 2025-05-14 15:00:32 | Confirmada
251        | 125     | 244     | 171.27  | 2025-05-14 15:00:32 | Confirmada
252        | 244     | 102     | 491.79  | 2025-05-14 15:00:32 | Confirmada
253        | 103     | 202     | 362.98  | 2025-05-14 15:00:32 | Confirmada
254        | 203     | 265     | 379.48  | 2025-05-14 15:00:32 | Confirmada
255        | 105     | 104     | 284.63  | 2025-05-14 15:00:32 | Confirmada
256        | 104     | 102     | 244.39  | 2025-05-14 15:00:32 | Confirmada
257        | 164     | 101     | 263.65  | 2025-05-14 15:00:32 | Pendiente
258        | 202     | 164     | 476.89  | 2025-05-14 15:00:33 | Pendiente
259        | 265     | 104     | 146.28  | 2025-05-14 15:00:33 | Confirmada
260        | 223     | 125     | 472.87  | 2025-05-14 15:00:33 | Confirmada
261        | 244     | 101     | 368.56  | 2025-05-14 15:00:33 | Confirmada
262        | 202     | 203     | 242.69  | 2025-05-14 15:00:33 | Confirmada
263        | 103     | 125     | 82.92   | 2025-05-14 15:00:33 | Confirmada
264        | 244     | 202     | 476.98  | 2025-05-14 15:00:33 | Confirmada
265        | 104     | 203     | 20.40   | 2025-05-14 15:00:33 | Confirmada
266        | 244     | 105     | 335.53  | 2025-05-14 15:00:33 | Confirmada
267        | 105     | 202     | 184.79  | 2025-05-14 15:00:33 | Confirmada
268        | 202     | 105     | 492.44  | 2025-05-14 15:00:34 | Confirmada
269        | 202     | 102     | 432.50  | 2025-05-14 15:00:34 | Confirmada
270        | 164     | 202     | 244.86  | 2025-05-14 15:00:34 | Pendiente
271        | 101     | 223     | 233.62  | 2025-05-14 15:00:34 | Confirmada
272        | 202     | 104     | 484.48  | 2025-05-14 15:00:34 | Confirmada
273        | 104     | 102     | 186.39  | 2025-05-14 15:00:34 | Confirmada
274        | 164     | 203     | 455.36  | 2025-05-14 15:00:34 | Pendiente
275        | 164     | 125     | 279.62  | 2025-05-14 15:00:34 | Pendiente
276        | 101     | 265     | 44.96   | 2025-05-14 15:00:34 | Confirmada
277        | 244     | 223     | 98.62   | 2025-05-14 15:00:34 | Confirmada
278        | 265     | 203     | 342.69  | 2025-05-14 15:00:35 | Confirmada
279        | 203     | 101     | 43.23   | 2025-05-14 15:00:35 | Confirmada
280        | 223     | 265     | 194.00  | 2025-05-14 15:00:35 | Confirmada
281        | 125     | 105     | 69.04   | 2025-05-14 15:00:35 | Confirmada
282        | 104     | 223     | 39.63   | 2025-05-14 15:00:35 | Confirmada
283        | 164     | 102     | 484.55  | 2025-05-14 15:00:35 | Pendiente
284        | 125     | 102     | 186.36  | 2025-05-14 15:00:35 | Confirmada
285        | 103     | 104     | 427.75  | 2025-05-14 15:00:35 | Confirmada
286        | 101     | 103     | 312.07  | 2025-05-14 15:00:35 | Confirmada
287        | 164     | 101     | 80.47   | 2025-05-14 15:00:35 | Pendiente
288        | 125     | 103     | 442.89  | 2025-05-14 15:00:36 | Confirmada
289        | 101     | 244     | 117.16  | 2025-05-14 15:00:36 | Confirmada
290        | 202     | 104     | 475.66  | 2025-05-14 15:00:36 | Confirmada
291        | 103     | 244     | 73.49   | 2025-05-14 15:00:36 | Confirmada
292        | 101     | 125     | 289.77  | 2025-05-14 15:00:36 | Confirmada
293        | 203     | 202     | 471.03  | 2025-05-14 15:00:36 | Confirmada
294        | 202     | 164     | 202.61  | 2025-05-14 15:00:36 | Pendiente
295        | 223     | 202     | 55.00   | 2025-05-14 15:00:36 | Confirmada
296        | 125     | 102     | 236.28  | 2025-05-14 15:00:36 | Confirmada
297        | 203     | 103     | 158.59  | 2025-05-14 15:00:36 | Confirmada
298        | 244     | 223     | 466.12  | 2025-05-14 15:00:37 | Confirmada
299        | 125     | 203     | 386.46  | 2025-05-14 15:00:37 | Confirmada
300        | 104     | 202     | 442.26  | 2025-05-14 15:00:37 | Confirmada
301        | 101     | 164     | 256.80  | 2025-05-14 15:00:37 | Pendiente
302        | 265     | 105     | 399.86  | 2025-05-14 15:00:37 | Confirmada
303        | 101     | 223     | 398.46  | 2025-05-14 15:00:37 | Confirmada
304        | 125     | 202     | 483.83  | 2025-05-14 15:00:37 | Confirmada
305        | 125     | 265     | 349.21  | 2025-05-14 15:00:37 | Confirmada
306        | 101     | 244     | 491.87  | 2025-05-14 15:00:37 | Pendiente
307        | 202     | 203     | 344.22  | 2025-05-14 15:00:37 | Confirmada
308        | 265     | 244     | 104.30  | 2025-05-14 15:00:38 | Confirmada
309        | 125     | 265     | 114.23  | 2025-05-14 15:00:38 | Confirmada
310        | 202     | 125     | 31.64   | 2025-05-14 15:00:38 | Confirmada
311        | 101     | 105     | 294.53  | 2025-05-14 15:00:38 | Confirmada
312        | 203     | 125     | 30.98   | 2025-05-14 15:00:38 | Confirmada
313        | 164     | 244     | 144.00  | 2025-05-14 15:00:38 | Pendiente
314        | 102     | 265     | 88.08   | 2025-05-14 15:00:38 | Confirmada
315        | 125     | 101     | 291.76  | 2025-05-14 15:00:38 | Confirmada
316        | 203     | 202     | 208.98  | 2025-05-14 15:00:38 | Confirmada
317        | 203     | 202     | 57.17   | 2025-05-14 15:00:38 | Confirmada
318        | 244     | 223     | 385.34  | 2025-05-14 15:00:39 | Confirmada
319        | 203     | 202     | 474.82  | 2025-05-14 15:00:39 | Confirmada
320        | 202     | 223     | 108.82  | 2025-05-14 15:00:39 | Confirmada
321        | 105     | 202     | 27.37   | 2025-05-14 15:00:39 | Confirmada
322        | 202     | 105     | 339.41  | 2025-05-14 15:00:39 | Confirmada
323        | 203     | 125     | 334.19  | 2025-05-14 15:00:39 | Pendiente
324        | 223     | 202     | 340.38  | 2025-05-14 15:00:39 | Confirmada
325        | 202     | 265     | 316.22  | 2025-05-14 15:00:39 | Confirmada
326        | 265     | 203     | 304.23  | 2025-05-14 15:00:39 | Confirmada
327        | 103     | 202     | 380.74  | 2025-05-14 15:00:40 | Confirmada
328        | 244     | 203     | 60.56   | 2025-05-14 15:00:40 | Confirmada
329        | 203     | 103     | 291.55  | 2025-05-14 15:00:40 | Confirmada
330        | 125     | 164     | 207.85  | 2025-05-14 15:00:40 | Pendiente
331        | 102     | 125     | 262.49  | 2025-05-14 15:00:40 | Confirmada
332        | 203     | 202     | 417.52  | 2025-05-14 15:00:40 | Confirmada
333        | 164     | 102     | 56.09   | 2025-05-14 15:00:40 | Pendiente
334        | 102     | 125     | 287.12  | 2025-05-14 15:00:40 | Confirmada
