ID_TRANSACC | ID_ORIG | ID_DEST | MONTO  | FECHA_HORA         | ESTADO
67         | 164     | 105     | 464.43  | 2025-05-14 15:00:11 | Pendiente
68         | 125     | 103     | 258.03  | 2025-05-14 15:00:11 | Confirmada
69         | 101     | 103     | 132.04  | 2025-05-14 15:00:11 | Confirmada
70         | 102     | 125     | 263.33  | 2025-05-14 15:00:11 | Confirmada
71         | 223     | 102     | 162.57  | 2025-05-14 15:00:11 | Confirmada
72         | 101     | 202     | 348.94  | 2025-05-14 15:00:11 | Confirmada
73         | 164     | 125     | 186.78  | 2025-05-14 15:00:11 | Pendiente
74         | 202     | 103     | 420.42  | 2025-05-14 15:00:12 | Confirmada
75         | 103     | 102     | 305.54  | 2025-05-14 15:00:12 | Confirmada
76         | 265     | 203     | 461.87  | 2025-05-14 15:00:12 | Confirmada
77         | 203     | 104     | 183.65  | 2025-05-14 15:00:12 | Confirmada
78         | 104     | 244     | 197.65  | 2025-05-14 15:00:12 | Confirmada
79         | 102     | 103     | 91.07   | 2025-05-14 15:00:12 | Confirmada
80         | 164     | 101     | 82.62   | 2025-05-14 15:00:12 | Pendiente
81         | 164     | 103     | 116.91  | 2025-05-14 15:00:12 | Pendiente
82         | 265     | 244     | 213.88  | 2025-05-14 15:00:12 | Confirmada
83         | 102     | 105     | 270.86  | 2025-05-14 15:00:12 | Confirmada
84         | 103     | 102     | 180.79  | 2025-05-14 15:00:13 | Confirmada
85         | 101     | 223     | 53.21   | 2025-05-14 15:00:13 | Confirmada
86         | 103     | 265     | 135.75  | 2025-05-14 15:00:13 | Confirmada
87         | 223     | 202     | 351.15  | 2025-05-14 15:00:13 | Confirmada
88         | 202     | 103     | 422.90  | 2025-05-14 15:00:13 | Confirmada
89         | 223     | 102     | 373.05  | 2025-05-14 15:00:13 | Confirmada
90         | 125     | 244     | 379.82  | 2025-05-14 15:00:13 | Confirmada
91         | 105     | 101     | 353.42  | 2025-05-14 15:00:13 | Confirmada
92         | 105     | 125     | 260.52  | 2025-05-14 15:00:13 | Confirmada
93         | 103     | 202     | 313.45  | 2025-05-14 15:00:13 | Confirmada
94         | 125     | 202     | 121.33  | 2025-05-14 15:00:14 | Confirmada
95         | 223     | 103     | 224.01  | 2025-05-14 15:00:14 | Confirmada
96         | 105     | 223     | 255.68  | 2025-05-14 15:00:14 | Confirmada
97         | 102     | 203     | 302.36  | 2025-05-14 15:00:14 | Confirmada
98         | 125     | 202     | 443.59  | 2025-05-14 15:00:14 | Confirmada
99         | 102     | 202     | 311.02  | 2025-05-14 15:00:14 | Confirmada
100        | 202     | 102     | 190.94  | 2025-05-14 15:00:14 | Confirmada
101        | 164     | 102     | 367.77  | 2025-05-14 15:00:14 | Pendiente
102        | 202     | 244     | 313.39  | 2025-05-14 15:00:14 | Confirmada
103        | 203     | 103     | 472.24  | 2025-05-14 15:00:15 | Confirmada
104        | 164     | 223     | 88.46   | 2025-05-14 15:00:15 | Pendiente
105        | 104     | 164     | 340.88  | 2025-05-14 15:00:15 | Pendiente
106        | 104     | 101     | 108.47  | 2025-05-14 15:00:15 | Confirmada
107        | 223     | 101     | 334.38  | 2025-05-14 15:00:15 | Confirmada
108        | 102     | 125     | 93.86   | 2025-05-14 15:00:15 | Confirmada
109        | 102     | 103     | 207.06  | 2025-05-14 15:00:15 | Confirmada
110        | 202     | 203     | 206.51  | 2025-05-14 15:00:15 | Confirmada
111        | 164     | 203     | 197.72  | 2025-05-14 15:00:15 | Pendiente
112        | 202     | 103     | 128.62  | 2025-05-14 15:00:15 | Confirmada
113        | 202     | 265     | 37.00   | 2025-05-14 15:00:16 | Confirmada
114        | 223     | 244     | 14.42   | 2025-05-14 15:00:16 | Confirmada
115        | 125     | 244     | 270.52  | 2025-05-14 15:00:16 | Confirmada
116        | 104     | 164     | 179.33  | 2025-05-14 15:00:16 | Pendiente
117        | 164     | 104     | 480.12  | 2025-05-14 15:00:16 | Pendiente
118        | 102     | 223     | 67.71   | 2025-05-14 15:00:16 | Confirmada
119        | 125     | 101     | 209.38  | 2025-05-14 15:00:16 | Confirmada
120        | 202     | 105     | 141.68  | 2025-05-14 15:00:16 | Confirmada
121        | 104     | 244     | 120.15  | 2025-05-14 15:00:16 | Confirmada
122        | 223     | 105     | 205.21  | 2025-05-14 15:00:16 | Confirmada
123        | 105     | 103     | 216.02  | 2025-05-14 15:00:17 | Confirmada
124        | 164     | 103     | 175.60  | 2025-05-14 15:00:17 | Pendiente
125        | 103     | 125     | 286.42  | 2025-05-14 15:00:17 | Confirmada
126        | 102     | 105     | 360.54  | 2025-05-14 15:00:17 | Confirmada
127        | 202     | 265     | 461.23  | 2025-05-14 15:00:17 | Confirmada
128        | 244     | 223     | 323.32  | 2025-05-14 15:00:17 | Confirmada
129        | 202     | 103     | 202.07  | 2025-05-14 15:00:17 | Confirmada
130        | 164     | 202     | 20.42   | 2025-05-14 15:00:17 | Pendiente
131        | 104     | 202     | 297.11  | 2025-05-14 15:00:17 | Confirmada
132        | 125     | 202     | 29.70   | 2025-05-14 15:00:17 | Confirmada
133        | 125     | 202     | 15.93   | 2025-05-14 15:00:18 | Confirmada
134        | 103     | 101     | 97.21   | 2025-05-14 15:00:18 | Confirmada
135        | 164     | 101     | 222.37  | 2025-05-14 15:00:18 | Pendiente
136        | 104     | 101     | 444.75  | 2025-05-14 15:00:18 | Confirmada
137        | 244     | 105     | 110.66  | 2025-05-14 15:00:18 | Confirmada
138        | 202     | 101     | 177.67  | 2025-05-14 15:00:18 | Confirmada
139        | 202     | 223     | 247.12  | 2025-05-14 15:00:18 | Confirmada
140        | 101     | 265     | 245.32  | 2025-05-14 15:00:18 | Confirmada
141        | 202     | 203     | 345.31  | 2025-05-14 15:00:18 | Confirmada
142        | 265     | 202     | 85.12   | 2025-05-14 15:00:18 | Confirmada
143        | 265     | 125     | 146.68  | 2025-05-14 15:00:19 | Confirmada
144        | 101     | 105     | 71.68   | 2025-05-14 15:00:19 | Confirmada
145        | 101     | 223     | 360.04  | 2025-05-14 15:00:19 | Confirmada
146        | 101     | 244     | 134.95  | 2025-05-14 15:00:19 | Confirmada
147        | 202     | 101     | 80.32   | 2025-05-14 15:00:19 | Confirmada
148        | 265     | 202     | 275.64  | 2025-05-14 15:00:19 | Confirmada
149        | 104     | 125     | 178.42  | 2025-05-14 15:00:19 | Confirmada
150        | 202     | 164     | 374.84  | 2025-05-14 15:00:19 | Pendiente
151        | 103     | 102     | 274.16  | 2025-05-14 15:00:19 | Confirmada
152        | 244     | 104     | 83.68   | 2025-05-14 15:00:19 | Confirmada
153        | 102     | 103     | 478.88  | 2025-05-14 15:00:20 | Confirmada
154        | 125     | 265     | 27.64   | 2025-05-14 15:00:20 | Confirmada
155        | 101     | 244     | 229.70  | 2025-05-14 15:00:20 | Confirmada
156        | 103     | 101     | 389.03  | 2025-05-14 15:00:20 | Confirmada
157        | 244     | 164     | 372.41  | 2025-05-14 15:00:20 | Pendiente
158        | 104     | 105     | 407.87  | 2025-05-14 15:00:20 | Confirmada
159        | 244     | 105     | 123.14  | 2025-05-14 15:00:20 | Confirmada
160        | 125     | 105     | 355.96  | 2025-05-14 15:00:20 | Confirmada
161        | 265     | 101     | 276.00  | 2025-05-14 15:00:20 | Confirmada
162        | 164     | 101     | 399.67  | 2025-05-14 15:00:20 | Pendiente
163        | 203     | 223     | 439.32  | 2025-05-14 15:00:21 | Confirmada
164        | 202     | 203     | 222.56  | 2025-05-14 15:00:21 | Confirmada
165        | 202     | 244     | 181.18  | 2025-05-14 15:00:21 | Confirmada
166        | 203     | 202     | 315.63  | 2025-05-14 15:00:21 | Confirmada
167        | 101     | 125     | 476.76  | 2025-05-14 15:00:21 | Confirmada
168        | 202     | 103     | 164.80  | 2025-05-14 15:00:21 | Confirmada
169        | 105     | 202     | 274.14  | 2025-05-14 15:00:21 | Confirmada
170        | 202     | 244     | 324.58  | 2025-05-14 15:00:21 | Confirmada
171        | 103     | 202     | 425.75  | 2025-05-14 15:00:21 | Confirmada
172        | 223     | 265     | 407.62  | 2025-05-14 15:00:21 | Confirmada
173        | 103     | 164     | 200.20  | 2025-05-14 15:00:22 | Pendiente
174        | 105     | 244     | 371.51  | 2025-05-14 15:00:22 | Confirmada
175        | 103     | 102     | 154.58  | 2025-05-14 15:00:22 | Confirmada
176        | 203     | 101     | 239.45  | 2025-05-14 15:00:22 | Confirmada
177        | 244     | 223     | 30.92   | 2025-05-14 15:00:22 | Confirmada
178        | 202     | 203     | 152.56  | 2025-05-14 15:00:22 | Confirmada
179        | 202     | 103     | 399.38  | 2025-05-14 15:00:22 | Confirmada
180        | 103     | 105     | 297.06  | 2025-05-14 15:00:22 | Confirmada
181        | 164     | 104     | 204.99  | 2025-05-14 15:00:22 | Pendiente
182        | 102     | 265     | 264.93  | 2025-05-14 15:00:22 | Confirmada
183        | 164     | 203     | 341.21  | 2025-05-14 15:00:23 | Pendiente
184        | 265     | 203     | 375.87  | 2025-05-14 15:00:23 | Confirmada
185        | 104     | 244     | 386.20  | 2025-05-14 15:00:23 | Confirmada
186        | 103     | 223     | 461.85  | 2025-05-14 15:00:23 | Confirmada
187        | 102     | 164     | 118.53  | 2025-05-14 15:00:25 | Pendiente
188        | 102     | 265     | 228.42  | 2025-05-14 15:00:25 | Confirmada
189        | 125     | 244     | 158.99  | 2025-05-14 15:00:25 | Confirmada
190        | 125     | 244     | 103.78  | 2025-05-14 15:00:26 | Confirmada
191        | 125     | 265     | 157.50  | 2025-05-14 15:00:26 | Confirmada
192        | 164     | 202     | 91.37   | 2025-05-14 15:00:27 | Pendiente
193        | 164     | 101     | 205.98  | 2025-05-14 15:00:27 | Pendiente
194        | 104     | 164     | 289.48  | 2025-05-14 15:00:27 | Pendiente
195        | 103     | 265     | 362.05  | 2025-05-14 15:00:27 | Confirmada
196        | 202     | 103     | 401.79  | 2025-05-14 15:00:27 | Confirmada
197        | 203     | 102     | 329.52  | 2025-05-14 15:00:27 | Confirmada
198        | 223     | 202     | 187.11  | 2025-05-14 15:00:27 | Confirmada
199        | 202     | 105     | 385.21  | 2025-05-14 15:00:27 | Confirmada
200        | 202     | 105     | 398.36  | 2025-05-14 15:00:27 | Confirmada
201        | 101     | 244     | 423.23  | 2025-05-14 15:00:27 | Confirmada
202        | 101     | 164     | 28.42   | 2025-05-14 15:00:27 | Pendiente
203        | 105     | 223     | 92.15   | 2025-05-14 15:00:27 | Confirmada
204        | 202     | 223     | 59.67   | 2025-05-14 15:00:27 | Confirmada
205        | 164     | 105     | 40.38   | 2025-05-14 15:00:27 | Pendiente
206        | 265     | 202     | 305.24  | 2025-05-14 15:00:27 | Confirmada
207        | 202     | 203     | 254.55  | 2025-05-14 15:00:27 | Confirmada
208        | 202     | 265     | 495.02  | 2025-05-14 15:00:27 | Confirmada
209        | 203     | 265     | 164.61  | 2025-05-14 15:00:28 | Confirmada
210        | 203     | 104     | 433.54  | 2025-05-14 15:00:28 | Confirmada
211        | 203     | 104     | 257.09  | 2025-05-14 15:00:28 | Pendiente
212        | 265     | 202     | 131.33  | 2025-05-14 15:00:28 | Confirmada
213        | 202     | 164     | 347.70  | 2025-05-14 15:00:28 | Pendiente
214        | 101     | 244     | 280.99  | 2025-05-14 15:00:28 | Confirmada
215        | 265     | 164     | 425.32  | 2025-05-14 15:00:28 | Pendiente
216        | 244     | 105     | 54.13   | 2025-05-14 15:00:28 | Confirmada
217        | 102     | 164     | 312.28  | 2025-05-14 15:00:28 | Pendiente
218        | 101     | 244     | 134.62  | 2025-05-14 15:00:28 | Confirmada
219        | 265     | 104     | 60.77   | 2025-05-14 15:00:29 | Confirmada
220        | 125     | 244     | 209.29  | 2025-05-14 15:00:29 | Confirmada
221        | 202     | 223     | 273.16  | 2025-05-14 15:00:29 | Confirmada
222        | 104     | 125     | 494.50  | 2025-05-14 15:00:29 | Confirmada
223        | 202     | 244     | 480.24  | 2025-05-14 15:00:29 | Confirmada
224        | 202     | 265     | 88.64   | 2025-05-14 15:00:29 | Confirmada
225        | 102     | 223     | 137.75  | 2025-05-14 15:00:29 | Confirmada
226        | 103     | 125     | 57.09   | 2025-05-14 15:00:29 | Confirmada
227        | 202     | 101     | 60.23   | 2025-05-14 15:00:29 | Confirmada
228        | 125     | 164     | 78.13   | 2025-05-14 15:00:29 | Pendiente
229        | 101     | 202     | 478.50  | 2025-05-14 15:00:30 | Confirmada
230        | 102     | 101     | 316.80  | 2025-05-14 15:00:30 | Confirmada
231        | 105     | 223     | 335.79  | 2025-05-14 15:00:30 | Confirmada
232        | 101     | 202     | 378.90  | 2025-05-14 15:00:30 | Confirmada
233        | 244     | 202     | 321.05  | 2025-05-14 15:00:30 | Confirmada
234        | 244     | 102     | 110.06  | 2025-05-14 15:00:30 | Confirmada
235        | 202     | 223     | 22.33   | 2025-05-14 15:00:30 | Confirmada
236        | 223     | 103     | 72.41   | 2025-05-14 15:00:30 | Confirmada
237        | 103     | 202     | 233.70  | 2025-05-14 15:00:30 | Confirmada
238        | 203     | 102     | 469.57  | 2025-05-14 15:00:30 | Pendiente
239        | 125     | 223     | 436.06  | 2025-05-14 15:00:31 | Confirmada
240        | 102     | 103     | 286.26  | 2025-05-14 15:00:31 | Confirmada
241        | 102     | 164     | 479.65  | 2025-05-14 15:00:31 | Pendiente
242        | 101     | 102     | 341.73  | 2025-05-14 15:00:31 | Confirmada
243        | 265     | 102     | 42.50   | 2025-05-14 15:00:31 | Confirmada
244        | 202     | 223     | 29.90   | 2025-05-14 15:00:31 | Confirmada
245        | 105     | 265     | 119.15  | 2025-05-14 15:00:31 | Confirmada
246        | 265     | 103     | 480.87  | 2025-05-14 15:00:31 | Confirmada
247        | 203     | 102     | 19.20   | 2025-05-14 15:00:31 | Confirmada
248        | 244     | 104     | 346.92  | 2025-05-14 15:00:31 | Confirmada
249        | 265     | 105     | 172.17  | 2025-05-14 15:00:32 | Confirmada
250        | 202     | 203     | 242.10  | 2025-05-14 15:00:32 | Confirmada
251        | 102     | 203     | 335.99  | 2025-05-14 15:00:32 | Confirmada
252        | 203     | 102     | 272.32  | 2025-05-14 15:00:32 | Confirmada
253        | 202     | 103     | 34.50   | 2025-05-14 15:00:32 | Confirmada
254        | 164     | 101     | 252.03  | 2025-05-14 15:00:32 | Pendiente
255        | 104     | 101     | 221.24  | 2025-05-14 15:00:32 | Confirmada
256        | 125     | 164     | 237.32  | 2025-05-14 15:00:32 | Pendiente
257        | 103     | 101     | 317.16  | 2025-05-14 15:00:32 | Confirmada
258        | 101     | 103     | 325.91  | 2025-05-14 15:00:33 | Confirmada
259        | 244     | 265     | 38.09   | 2025-05-14 15:00:33 | Confirmada
260        | 265     | 125     | 229.12  | 2025-05-14 15:00:33 | Confirmada
261        | 164     | 105     | 73.40   | 2025-05-14 15:00:33 | Pendiente
262        | 244     | 104     | 368.31  | 2025-05-14 15:00:33 | Confirmada
263        | 202     | 203     | 216.05  | 2025-05-14 15:00:33 | Confirmada
264        | 105     | 104     | 367.02  | 2025-05-14 15:00:33 | Confirmada
265        | 203     | 223     | 341.90  | 2025-05-14 15:00:33 | Confirmada
266        | 164     | 102     | 271.88  | 2025-05-14 15:00:33 | Pendiente
267        | 244     | 104     | 283.88  | 2025-05-14 15:00:33 | Confirmada
268        | 102     | 202     | 228.21  | 2025-05-14 15:00:34 | Confirmada
269        | 203     | 164     | 265.58  | 2025-05-14 15:00:34 | Pendiente
270        | 244     | 105     | 421.35  | 2025-05-14 15:00:34 | Confirmada
271        | 244     | 125     | 173.21  | 2025-05-14 15:00:34 | Confirmada
272        | 125     | 103     | 305.08  | 2025-05-14 15:00:34 | Confirmada
273        | 125     | 202     | 494.45  | 2025-05-14 15:00:34 | Confirmada
274        | 244     | 104     | 231.65  | 2025-05-14 15:00:34 | Confirmada
275        | 265     | 102     | 300.56  | 2025-05-14 15:00:34 | Confirmada
276        | 125     | 265     | 35.37   | 2025-05-14 15:00:34 | Confirmada
277        | 104     | 223     | 484.96  | 2025-05-14 15:00:34 | Confirmada
278        | 103     | 101     | 35.12   | 2025-05-14 15:00:35 | Confirmada
279        | 105     | 203     | 33.49   | 2025-05-14 15:00:35 | Confirmada
280        | 164     | 203     | 204.43  | 2025-05-14 15:00:35 | Pendiente
281        | 203     | 101     | 135.99  | 2025-05-14 15:00:35 | Confirmada
282        | 265     | 223     | 103.67  | 2025-05-14 15:00:35 | Confirmada
283        | 125     | 102     | 20.43   | 2025-05-14 15:00:35 | Confirmada
284        | 102     | 223     | 161.16  | 2025-05-14 15:00:35 | Confirmada
285        | 103     | 265     | 82.84   | 2025-05-14 15:00:35 | Confirmada
286        | 105     | 265     | 78.62   | 2025-05-14 15:00:35 | Confirmada
287        | 203     | 164     | 293.87  | 2025-05-14 15:00:35 | Pendiente
288        | 102     | 202     | 46.07   | 2025-05-14 15:00:36 | Confirmada
289        | 202     | 203     | 450.74  | 2025-05-14 15:00:36 | Confirmada
290        | 101     | 244     | 494.07  | 2025-05-14 15:00:36 | Confirmada
291        | 244     | 223     | 353.56  | 2025-05-14 15:00:36 | Confirmada
292        | 104     | 202     | 325.34  | 2025-05-14 15:00:36 | Confirmada
293        | 125     | 265     | 258.00  | 2025-05-14 15:00:36 | Confirmada
294        | 223     | 202     | 217.64  | 2025-05-14 15:00:36 | Confirmada
295        | 202     | 125     | 71.22   | 2025-05-14 15:00:36 | Confirmada
296        | 101     | 265     | 245.53  | 2025-05-14 15:00:36 | Confirmada
297        | 202     | 223     | 30.45   | 2025-05-14 15:00:36 | Confirmada
298        | 202     | 104     | 127.90  | 2025-05-14 15:00:37 | Confirmada
299        | 125     | 104     | 157.19  | 2025-05-14 15:00:37 | Confirmada
300        | 103     | 223     | 42.01   | 2025-05-14 15:00:37 | Confirmada
301        | 104     | 102     | 376.40  | 2025-05-14 15:00:37 | Confirmada
302        | 164     | 202     | 395.38  | 2025-05-14 15:00:37 | Pendiente
303        | 104     | 103     | 63.38   | 2025-05-14 15:00:37 | Confirmada
304        | 265     | 125     | 303.67  | 2025-05-14 15:00:37 | Confirmada
305        | 223     | 164     | 499.85  | 2025-05-14 15:00:37 | Pendiente
306        | 125     | 202     | 341.43  | 2025-05-14 15:00:37 | Confirmada
307        | 202     | 103     | 121.65  | 2025-05-14 15:00:37 | Confirmada
308        | 223     | 101     | 350.50  | 2025-05-14 15:00:38 | Confirmada
309        | 223     | 164     | 102.84  | 2025-05-14 15:00:38 | Pendiente
310        | 105     | 202     | 454.79  | 2025-05-14 15:00:38 | Confirmada
311        | 101     | 265     | 22.81   | 2025-05-14 15:00:38 | Confirmada
312        | 223     | 265     | 87.97   | 2025-05-14 15:00:38 | Confirmada
313        | 244     | 125     | 461.93  | 2025-05-14 15:00:38 | Confirmada
314        | 102     | 103     | 310.01  | 2025-05-14 15:00:38 | Confirmada
315        | 244     | 203     | 108.61  | 2025-05-14 15:00:38 | Confirmada
316        | 244     | 203     | 229.22  | 2025-05-14 15:00:38 | Confirmada
317        | 103     | 202     | 365.91  | 2025-05-14 15:00:38 | Confirmada
318        | 203     | 101     | 412.60  | 2025-05-14 15:00:39 | Confirmada
319        | 203     | 164     | 321.21  | 2025-05-14 15:00:39 | Pendiente
320        | 164     | 244     | 491.53  | 2025-05-14 15:00:39 | Pendiente
321        | 105     | 244     | 94.28   | 2025-05-14 15:00:39 | Confirmada
322        | 223     | 102     | 397.19  | 2025-05-14 15:00:39 | Confirmada
323        | 202     | 125     | 251.99  | 2025-05-14 15:00:39 | Confirmada
324        | 202     | 103     | 490.43  | 2025-05-14 15:00:39 | Confirmada
325        | 101     | 265     | 330.40  | 2025-05-14 15:00:39 | Confirmada
326        | 164     | 103     | 218.29  | 2025-05-14 15:00:39 | Pendiente
327        | 265     | 203     | 72.09   | 2025-05-14 15:00:39 | Confirmada
328        | 164     | 244     | 347.34  | 2025-05-14 15:00:40 | Pendiente
329        | 105     | 103     | 30.76   | 2025-05-14 15:00:40 | Confirmada
330        | 103     | 202     | 325.33  | 2025-05-14 15:00:40 | Confirmada
331        | 125     | 203     | 442.77  | 2025-05-14 15:00:40 | Confirmada
332        | 103     | 104     | 196.72  | 2025-05-14 15:00:40 | Confirmada
333        | 202     | 244     | 362.11  | 2025-05-14 15:00:40 | Confirmada
334        | 164     | 125     | 19.67   | 2025-05-14 15:00:40 | Pendiente
335        | 105     | 223     | 390.72  | 2025-05-14 15:00:40 | Confirmada
